Id,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Probability,Predicted_class,Risk
4938,0.33034641,61,1,0.812468322,1972.0,8,0,2,0,0.0,0.057710876861999,0,low
4939,0.9999999,35,0,2867.0,,4,0,2,0,1.0,0.0788581741130728,0,low
4940,0.01615789,76,1,0.003618703,10500.0,7,0,0,0,0.0,0.0239632877800499,0,low
4941,0.005343583,76,0,0.105951524,8333.0,10,0,1,0,0.0,0.0051303263051904,0,low
4942,0.029155971,69,0,0.016046681,1370.0,4,0,0,0,1.0,0.0043765758343477,0,low
4943,0.098848247,34,0,4250.0,0.0,5,0,2,0,0.0,0.0108898624070592,0,low
4944,0.426563143,50,0,0.396060907,6041.0,5,0,2,0,0.0,0.0276041806467384,0,low
4945,0.552257488,53,0,0.385179425,9000.0,25,0,2,0,0.0,0.0527288225657246,0,low
4946,1.018089265,59,0,0.206167904,3501.0,7,0,0,0,0.0,0.0853978867828406,0,low
4947,0.9999999,34,0,0.104358257,2500.0,1,1,0,0,0.0,0.3432139516919227,1,medium
4948,0.061697943,45,0,0.004582951,12000.0,2,0,0,0,0.0,0.0058659599809662,0,low
4949,0.536346365,28,0,0.034393121,5000.0,6,1,0,0,2.0,0.2564080497095682,1,medium
4950,0.372600884,46,1,2246.0,,7,0,1,0,0.0,0.0613625783942352,0,low
4951,0.06183194,38,0,0.212815599,12000.0,9,0,2,0,3.0,0.0095339095212444,0,low
4952,0.015649407,57,0,3379.0,,7,0,2,0,0.0,0.0101961091398268,0,low
4953,0.993889455,34,1,1.179487179,1715.0,6,0,1,0,2.0,0.2295708657266415,1,medium
4954,0.312551665,40,0,0.36605317,4400.0,9,0,1,0,1.0,0.0370726489706911,0,low
4955,0.0,84,0,0.0,,3,2,0,0,0.0,0.0785463558513224,0,low
4956,0.582109904,57,4,0.773680806,10820.0,9,1,1,0,1.0,0.5410817126204754,1,high
4957,0.019868701,47,0,0.276443039,16440.0,7,0,1,0,3.0,0.006658963805767,0,low
4958,0.010657242,75,0,7230.0,,10,0,4,0,0.0,0.0090316672392526,0,low
4959,0.458156417,34,0,504.0,,3,0,0,0,0.0,0.0366609041110201,0,low
4960,0.536189618,49,0,0.446236918,15000.0,21,0,2,0,4.0,0.0755127135633235,0,low
4961,0.663939642,43,0,0.739979445,3891.0,9,0,1,0,1.0,0.0755610630106363,0,low
4962,0.301386941,37,0,0.242172634,5780.0,9,0,0,0,2.0,0.0324320441637777,0,low
4963,0.825761024,45,1,0.767994529,5848.0,14,0,3,0,2.0,0.2267183270718448,1,medium
4964,0.050947755,52,0,3866.0,,12,0,4,0,1.0,0.0103422196667819,0,low
4965,0.284491513,52,1,0.475524476,10295.0,16,0,3,0,0.0,0.0686753761064519,0,low
4966,0.065502617,62,0,0.366545112,8500.0,18,0,2,0,0.0,0.0166090351582321,0,low
4967,0.020443309,43,0,0.138888889,6083.0,4,0,1,0,0.0,0.0065519616587306,0,low
4968,0.036691498,64,0,0.026493377,4000.0,10,0,0,0,0.0,0.0058104208508963,0,low
4969,0.018069179,46,0,1286.0,,7,0,1,0,0.0,0.0078090973099873,0,low
4970,0.392866616,69,4,1.251318945,2084.0,25,0,1,0,0.0,0.1276154159241118,1,medium
4971,0.9999999,23,0,0.008739076,800.0,1,0,0,0,0.0,0.0570611104492654,0,low
4972,0.029131755,68,0,1154.0,,10,0,2,0,0.0,0.0049852981408686,0,low
4973,0.162180773,40,0,0.30237581,8333.0,8,0,1,0,2.0,0.0123067944376321,0,low
4974,0.529286668,66,0,0.177361805,18216.0,8,0,2,0,0.0,0.0189177604734309,0,low
4975,0.9999999,48,3,0.0,4000.0,1,0,0,0,0.0,0.1175826330777718,1,medium
4976,0.9999999,37,0,0.189615857,5700.0,2,2,0,0,2.0,0.4036348714417763,1,medium
4977,0.594596819,54,0,0.304055676,8333.0,7,0,1,0,0.0,0.0252092138533007,0,low
4978,0.002335309,54,0,969.0,,8,0,1,0,0.0,0.0047848983763833,0,low
4979,0.314842579,87,1,18.0,,2,0,0,0,,0.0664798889068599,0,low
4980,0.020974331,35,0,0.326973842,8333.0,9,0,2,0,0.0,0.0170556181443267,0,low
4981,0.555494955,54,2,0.104373864,9350.0,7,2,1,1,0.0,0.5973214315445029,1,high
4982,0.040378693,83,0,0.01039792,5000.0,6,0,0,0,1.0,0.0031351797233471,0,low
4983,0.514803704,45,0,0.367346939,4899.0,7,0,1,0,3.0,0.0359442389063202,0,low
4984,0.773700594,30,0,0.156569815,8500.0,13,0,0,0,0.0,0.0740505688034493,0,low
4985,0.437035185,47,0,0.382415075,23667.0,12,0,4,0,3.0,0.0477654013795037,0,low
4986,0.014364732,48,0,0.500220556,6800.0,9,0,1,0,1.0,0.0131649274792286,0,low
4987,0.360139995,41,0,0.270874167,2550.0,6,0,0,0,1.0,0.0311692600301037,0,low
4988,0.010599934,48,0,4.53577371,600.0,9,0,2,0,3.0,0.0114716430401997,0,low
4989,0.867363986,38,0,0.412870341,9416.0,12,0,1,0,2.0,0.0847184491695774,0,low
4990,0.9999999,49,0,2230.0,,2,0,1,0,0.0,0.059136643854503,0,low
4991,0.264867551,50,0,1.069865914,2833.0,11,0,4,0,1.0,0.0382826142430687,0,low
4992,0.225705113,46,1,0.175171527,4663.0,23,0,0,0,3.0,0.0746470939680297,0,low
4993,0.097910052,44,0,61.0,0.0,4,0,0,0,3.0,0.0110555172861035,0,low
4994,0.000336442,46,0,2807.0,,7,0,1,0,0.0,0.0116082677065265,0,low
4995,0.001462795,86,0,1.0,,3,0,0,0,,0.0035364286137024,0,low
4996,0.005580465,72,0,5.0,,2,0,0,0,0.0,0.0022384318272447,0,low
4997,0.014999679,71,0,0.013526889,3030.0,3,0,0,0,0.0,0.0052957524837519,0,low
4998,0.071202629,41,0,0.364618051,7500.0,5,0,2,0,0.0,0.0158616652049989,0,low
4999,0.255362535,40,0,0.739891622,2398.0,7,0,1,0,2.0,0.0257879242502449,0,low
5000,0.024274761,50,0,0.169962231,4500.0,14,0,2,0,0.0,0.0115234595547152,0,low
5001,0.984730049,34,0,0.687289089,2666.0,6,0,1,0,0.0,0.0936156153130167,0,low
5002,0.006437915,72,1,2.0,,3,0,0,0,0.0,0.0154435757933604,0,low
5003,0.15459227,47,0,2126.0,,3,0,1,0,,0.011708933842934,0,low
5004,0.062183978,75,0,0.137354506,25000.0,7,0,1,0,0.0,0.0049567722128524,0,low
5005,0.023467666,78,0,1075.0,,14,0,1,1,0.0,0.0604805113685129,0,low
5006,0.0,62,0,0.105978804,5000.0,9,0,0,0,0.0,0.0098266845427476,0,low
5007,0.015876151,63,0,0.161034248,4408.0,5,0,1,0,1.0,0.0047726380402697,0,low
5008,0.193793719,48,0,0.254056362,2341.0,11,0,0,0,0.0,0.0318745558549821,0,low
5009,0.608046112,47,0,0.13572374,8310.0,6,0,0,0,2.0,0.0436361069611464,0,low
5010,0.137895532,48,0,1439.0,,8,0,1,0,0.0,0.0097188969771412,0,low
5011,0.119794459,73,0,0.068930304,7833.0,8,0,1,0,0.0,0.0108964438052281,0,low
5012,0.08494043,37,0,0.443800055,3620.0,15,0,2,0,0.0,0.0193197693085368,0,low
5013,0.9999999,21,98,0.0,,0,98,0,98,0.0,0.2839279147878907,1,medium
5014,0.16026282,42,1,0.34995334,7500.0,3,3,1,1,2.0,0.4497844810012501,1,medium
5015,0.005940717,63,0,0.176037035,16416.0,14,0,1,0,1.0,0.007249478664123,0,low
5016,0.9999999,31,0,0.295729914,8500.0,7,0,1,0,2.0,0.0539756782863379,0,low
5017,0.006592281,77,0,737.0,,5,0,1,0,0.0,0.0026741182845142,0,low
5018,0.235879222,67,0,0.171228596,8000.0,21,0,0,0,1.0,0.0261735362457914,0,low
5019,0.019223376,74,0,1.0,,4,0,0,0,0.0,0.0028342481171302,0,low
5020,0.495155434,60,0,0.398468746,8750.0,6,1,2,0,2.0,0.1648578262360068,1,medium
5021,0.149822352,59,0,0.345261053,14000.0,12,0,2,0,0.0,0.0094225282031666,0,low
5022,0.317040658,33,0,0.119688975,3600.0,4,0,0,0,0.0,0.0200366954115763,0,low
5023,0.9999999,86,0,0.0,,1,0,0,0,0.0,0.01578847585555,0,low
5024,0.280489329,58,0,0.346189558,14000.0,26,0,1,0,2.0,0.0197282344375674,0,low
5025,0.090807774,77,0,0.731371922,3126.0,10,0,1,0,0.0,0.0240348284189432,0,low
5026,0.349982501,65,0,4.182414698,761.0,4,0,2,0,0.0,0.0102803060486215,0,low
5027,0.082160304,47,0,0.238886881,8300.0,16,0,1,0,3.0,0.0156032533223388,0,low
5028,0.066051361,44,0,0.452644974,5500.0,13,0,2,0,3.0,0.0152994840604502,0,low
5029,0.089771812,51,1,0.299792033,6250.0,13,0,1,0,2.0,0.0315935741457147,0,low
5030,0.058590021,31,0,1529.0,,5,0,1,0,2.0,0.012070963868843,0,low
5031,0.939429304,49,3,0.48301643,10833.0,8,0,3,0,0.0,0.1812065899790028,1,medium
5032,0.907764603,47,0,0.637300843,3200.0,20,0,2,0,0.0,0.1985311457762262,1,medium
5033,0.287827012,53,1,0.577643276,5286.0,16,0,3,0,0.0,0.0866139517970097,0,low
5034,0.0,41,0,0.344452774,5335.0,5,0,1,0,2.0,0.0158244438726322,0,low
5035,0.129084006,67,0,0.045977011,1565.0,1,0,0,0,0.0,0.0092943118245947,0,low
5036,0.96522103,58,4,0.699692717,12040.0,13,0,1,0,2.0,0.2736352869200099,1,medium
5037,0.492203379,52,0,0.269740497,12600.0,11,0,1,0,3.0,0.0254595729660808,0,low
5038,0.676646707,22,0,10.0,,1,0,0,0,,0.0999523478656151,0,low
5039,0.341951176,24,0,0.192836318,2400.0,5,0,0,0,1.0,0.0463296625290553,0,low
5040,0.440447642,29,0,0.043352042,15500.0,5,0,0,0,0.0,0.0444358496470977,0,low
5041,0.715535137,47,0,0.510276636,9000.0,12,0,2,0,0.0,0.051155357178876,0,low
5042,0.286035698,45,0,0.220549738,4583.0,5,0,1,0,0.0,0.0158717165513053,0,low
5043,0.0,70,0,0.198469109,7315.0,9,0,1,0,0.0,0.0104176454530568,0,low
5044,0.0,41,2,0.446912774,9182.0,6,0,2,0,2.0,0.0953405760560582,0,low
5045,0.758294568,60,2,0.158107328,10397.0,12,0,0,1,4.0,0.2450106926328139,1,medium
5046,0.0,33,0,0.0,0.0,2,0,0,0,0.0,0.0109114555718459,0,low
5047,0.062390671,50,0,0.283214598,8000.0,13,0,2,0,1.0,0.0072850132642003,0,low
5048,0.0,63,0,0.0,,3,0,0,0,,0.0048079849964001,0,low
5049,0.126264371,46,0,0.030913646,93000.0,8,0,1,0,4.0,0.0118999964121339,0,low
5050,0.292938617,59,0,1362.0,,5,0,1,0,0.0,0.0122854050823733,0,low
5051,0.033907147,25,0,0.220224719,4004.0,7,0,0,0,1.0,0.0188761366536595,0,low
5052,0.013494491,46,0,0.411517696,5000.0,7,0,1,0,0.0,0.0117901573412587,0,low
5053,0.840531561,32,2,2002.0,,3,0,1,0,0.0,0.2348741668469444,1,medium
5054,0.207089646,63,0,0.250499963,13500.0,10,0,1,0,0.0,0.009293193254857,0,low
5055,0.56921795,40,0,0.104827192,3500.0,6,0,0,0,2.0,0.0352399567147166,0,low
5056,1.055995693,48,2,0.389481707,3935.0,9,0,1,0,0.0,0.3576666807543192,1,medium
5057,0.017474929,59,0,1424.0,,9,0,1,0,0.0,0.0058578137479069,0,low
5058,0.09755024,64,0,0.390702444,5850.0,9,0,1,0,0.0,0.0109851937545491,0,low
5059,0.065052223,33,0,0.662135922,7724.0,13,0,4,0,2.0,0.0383207762259956,0,low
5060,0.055640513,23,0,14.0,0.0,6,0,0,0,0.0,0.015078839447796,0,low
5061,0.988924781,36,0,0.484766277,4791.0,5,0,1,0,2.0,0.0990208655573277,0,low
5062,0.050789842,33,0,0.166998012,1508.0,7,0,0,0,0.0,0.0143762776149801,0,low
5063,0.074467533,62,2,0.105611323,26000.0,21,0,1,0,0.0,0.0726512371941626,0,low
5064,0.003937418,62,0,0.160841825,10500.0,9,0,2,0,0.0,0.0052388338324749,0,low
5065,0.0,52,0,0.534296029,3600.0,4,0,1,0,0.0,0.0172144642819132,0,low
5066,0.006454215,55,0,1.222077358,2300.0,10,0,2,1,3.0,0.1000903973637618,1,medium
5067,0.963414634,60,0,0.501387091,5406.0,19,0,0,0,0.0,0.1524326486737373,1,medium
5068,0.048447578,83,0,943.0,,5,0,1,0,0.0,0.0033640433209437,0,low
5069,0.0,33,0,0.537862079,6800.0,9,0,2,0,0.0,0.0392237553565164,0,low
5070,0.520377085,41,0,2331.0,,7,0,2,0,0.0,0.036653753447266,0,low
5071,0.55061498,52,0,0.133188753,13371.0,7,0,0,0,2.0,0.0241842552744817,0,low
5072,1.002520205,32,3,0.114068441,3155.0,3,0,0,0,0.0,0.1623485751592822,1,medium
5073,0.200087205,64,3,0.363892686,11703.0,13,0,2,0,1.0,0.0647859472417825,0,low
5074,0.00979951,51,0,0.216969004,7000.0,5,0,2,0,3.0,0.0059865712642072,0,low
5075,0.032327945,64,0,0.533462927,3600.0,7,0,2,0,0.0,0.0065220518397713,0,low
5076,0.000965285,54,0,0.477200683,4100.0,11,0,2,0,0.0,0.0144916258789181,0,low
5077,0.671684796,59,0,0.347906071,9240.0,8,0,0,0,0.0,0.0262109470125146,0,low
5078,0.375932151,46,0,0.473140146,5900.0,12,0,1,0,3.0,0.02935182149428,0,low
5079,0.0,45,0,0.667333212,5500.0,11,0,2,0,1.0,0.0242976430941231,0,low
5080,0.0,66,0,0.0,,4,0,0,0,0.0,0.0037280432341402,0,low
5081,0.316837556,39,0,1.286237921,3000.0,5,0,2,0,2.0,0.0385425065295468,0,low
5082,0.936703165,39,0,0.104226361,5583.0,4,0,0,0,3.0,0.105074162860185,1,medium
5083,0.0,57,0,1550.0,,4,1,1,0,0.0,0.1327415553724992,1,medium
5084,0.410629469,88,1,246.0,,1,0,0,0,,0.1519852678873428,1,medium
5085,0.0,23,0,0.0,0.0,4,0,0,0,0.0,0.0136177186195852,0,low
5086,0.422176778,44,0,0.643343935,2200.0,6,0,1,0,0.0,0.028936434847613,0,low
5087,0.09161824,31,0,0.656164799,3300.0,12,0,1,0,0.0,0.0332790082626745,0,low
5088,0.001974425,58,0,0.581042228,11129.0,27,0,5,0,0.0,0.0356024554819873,0,low
5089,0.139338876,66,0,145.0,,6,0,0,0,0.0,0.006651202010166,0,low
5090,0.000463203,66,0,0.112560709,10500.0,7,0,1,0,0.0,0.0050720682283101,0,low
5091,0.9999999,35,0,1204.0,,2,0,1,0,0.0,0.0672675900688115,0,low
5092,0.591890613,41,0,0.309422644,4000.0,18,0,0,0,0.0,0.0980963810160227,0,low
5093,0.147692615,40,0,0.153959435,14938.0,6,0,1,0,4.0,0.011883186360565,0,low
5094,0.006822052,55,0,0.283546133,4150.0,16,0,1,0,0.0,0.0143278508193149,0,low
5095,0.212447323,47,0,0.778924097,4070.0,12,0,1,0,0.0,0.0372435209093682,0,low
5096,0.357833187,31,0,0.261542986,10200.0,7,0,2,0,4.0,0.0182648638998045,0,low
5097,0.17854879,48,0,0.452299729,8500.0,15,0,1,0,3.0,0.0247308277207654,0,low
5098,0.092426746,29,0,0.375749864,5500.0,8,0,1,0,0.0,0.0152628079288307,0,low
5099,0.052279906,53,0,0.356697022,9772.0,14,0,3,0,2.0,0.0168627261985596,0,low
5100,0.143405434,77,0,0.185665147,12500.0,25,0,1,0,0.0,0.0133645545929292,0,low
5101,0.010631223,47,0,0.275672433,10000.0,15,0,2,0,2.0,0.011028693524718,0,low
5102,0.062549864,37,0,0.026805997,2200.0,16,0,0,0,1.0,0.0275086735552233,0,low
5103,0.338140843,56,2,0.213102802,9600.0,19,0,2,0,2.0,0.1052575947670746,1,medium
5104,0.002030738,84,0,2164.0,,13,0,2,0,0.0,0.0080678702316361,0,low
5105,0.867253099,37,2,0.079300159,4400.0,3,0,0,0,4.0,0.2490353513525682,1,medium
5106,0.418698803,70,0,2483.0,,13,0,1,0,0.0,0.0144928616588078,0,low
5107,0.222976755,75,0,179.0,,7,0,0,0,0.0,0.0089753523980788,0,low
5108,0.149688239,82,0,0.528131739,5100.0,12,0,1,0,0.0,0.0187178092059874,0,low
5109,0.9999999,24,98,0.0,,0,98,0,98,0.0,0.4269231214884293,1,medium
5110,0.075071294,45,0,0.23034207,4501.0,4,0,1,0,0.0,0.0085015380567438,0,low
5111,0.906218756,39,0,0.55734895,7000.0,13,0,3,0,1.0,0.0999087399141817,0,low
5112,0.363481273,32,0,0.102380492,5166.0,11,0,0,0,0.0,0.0292661685180963,0,low
5113,0.258741259,25,0,3.5,1.0,1,0,0,0,0.0,0.0174848428963664,0,low
5114,0.016663437,64,0,0.079461995,11300.0,22,0,0,0,0.0,0.00840316541848,0,low
5115,0.669338227,65,2,0.844798857,4200.0,14,2,1,0,0.0,0.3794102927385205,1,medium
5116,0.9999999,28,0,0.542034098,1700.0,3,0,1,0,0.0,0.0872100015320805,0,low
5117,0.009071978,67,0,0.120190229,4625.0,4,0,1,0,0.0,0.0028228055419066,0,low
5118,0.034264142,34,0,0.926979774,2916.0,11,0,2,0,0.0,0.0402844331801869,0,low
5119,0.9999999,51,0,1886.0,,4,0,1,0,0.0,0.0698425282941634,0,low
5120,0.015212951,74,0,0.003998857,3500.0,5,0,0,0,0.0,0.0043947896100764,0,low
5121,0.319651641,68,0,1242.0,,8,0,1,0,0.0,0.0100344140281798,0,low
5122,0.784803799,50,3,0.50682561,5200.0,7,2,2,1,2.0,0.6779893037774017,1,high
5123,0.155037047,86,0,0.441023591,2500.0,10,0,1,0,1.0,0.0205599480676848,0,low
5124,0.491772341,69,0,0.178330181,3700.0,8,0,0,0,0.0,0.0189813517645368,0,low
5125,0.255169434,57,4,0.157425519,26583.0,10,0,1,0,3.0,0.0965987534345073,0,low
5126,0.0,39,0,0.339132174,5000.0,7,0,2,0,0.0,0.0139324724148694,0,low
5127,0.0,64,0,0.51627907,1934.0,7,0,1,0,0.0,0.0079289917036652,0,low
5128,0.193287395,36,0,0.17549415,30000.0,7,0,1,0,3.0,0.0191331364934733,0,low
5129,0.206050617,41,1,0.661189358,7667.0,7,0,2,0,3.0,0.0691706273443614,0,low
5130,0.0,60,0,0.764673464,3628.0,6,0,2,0,0.0,0.0175635631665488,0,low
5131,0.153528648,53,0,0.3912016,5500.0,8,0,2,0,3.0,0.0135407722557062,0,low
5132,0.059388722,75,0,1498.0,,4,0,1,0,0.0,0.003814369971006,0,low
5133,0.9999999,41,0,0.123355809,9046.0,3,0,2,0,1.0,0.0779417655871582,0,low
5134,0.130362812,41,1,0.654733983,8100.0,14,0,3,0,4.0,0.0574128490573965,0,low
5135,0.116924531,90,0,0.166573191,3565.0,9,0,0,0,1.0,0.0161932433977416,0,low
5136,0.803819618,63,0,0.535965387,3697.0,9,0,3,0,0.0,0.0597303103467295,0,low
5137,0.050165831,74,0,90.0,,3,0,0,0,0.0,0.0030085358628353,0,low
5138,0.020113136,26,0,13.0,,3,0,0,0,,0.0094147111858722,0,low
5139,0.0,72,0,0.0,6628.0,8,0,0,0,0.0,0.0077699802778759,0,low
5140,0.799901758,35,0,0.530791789,3750.0,9,0,1,0,0.0,0.0796990852220327,0,low
5141,0.213041297,48,0,0.285285736,6666.0,10,0,1,1,3.0,0.0986137523540341,0,low
5142,0.079506955,53,0,0.23292285,9500.0,10,0,1,0,3.0,0.0088078978986777,0,low
5143,0.9999999,29,0,0.226095873,3900.0,2,0,0,1,0.0,0.2551340945985696,1,medium
5144,0.32131386,33,0,3970.0,,10,0,2,0,2.0,0.0349003286657049,0,low
5145,0.109756013,40,0,0.24427699,28000.0,13,0,2,0,3.0,0.0127939055438129,0,low
5146,0.06196251,53,1,1.858514236,9166.0,19,0,9,0,0.0,0.1017862451012243,1,medium
5147,0.006908033,67,0,0.083056478,300.0,10,0,0,0,0.0,0.007564096854947,0,low
5148,0.000328146,58,0,0.175373823,5416.0,8,0,1,0,0.0,0.0055149699094009,0,low
5149,0.498600051,48,0,0.3656186,8300.0,9,0,3,0,1.0,0.0280559461129836,0,low
5150,0.790980638,45,0,0.411843129,9000.0,7,0,2,1,2.0,0.2208192027747256,1,medium
5151,0.079486994,37,0,1.141484045,2600.0,9,0,3,0,0.0,0.0318022717875305,0,low
5152,0.976746536,66,0,1.002888247,4500.0,16,0,2,0,0.0,0.15153748963392,1,medium
5153,0.9999999,51,0,0.0,3900.0,0,0,0,0,0.0,0.1677697802587625,1,medium
5154,0.001999938,55,0,0.00049975,2000.0,3,0,0,0,0.0,0.0048854637602764,0,low
5155,0.015620154,65,0,663.0,,12,0,1,0,0.0,0.0059450539657402,0,low
5156,0.263870636,48,1,0.124487551,10000.0,3,0,1,0,2.0,0.05264639825349,0,low
5157,0.025708635,29,0,0.051984545,2846.0,6,0,0,1,0.0,0.0764523209560119,0,low
5158,0.014768776,50,0,0.206072175,11000.0,9,0,0,0,3.0,0.007821105160567,0,low
5159,0.341141191,65,0,0.428314337,3333.0,15,0,1,0,0.0,0.0268396557589629,0,low
5160,0.052139376,47,0,0.293899204,7539.0,6,0,2,0,2.0,0.008832646529246,0,low
5161,0.010768402,62,0,0.001950268,2050.0,7,0,0,0,0.0,0.0094990067709395,0,low
5162,0.469044381,49,0,4.023809524,671.0,7,0,1,0,2.0,0.0311618864443741,0,low
5163,0.269800535,61,0,0.536121125,6934.0,11,0,2,0,1.0,0.0193904527525173,0,low
5164,0.011672698,70,1,0.65228224,10033.0,14,1,2,0,0.0,0.3017726674471289,1,medium
5165,0.0,49,1,0.167366527,3333.0,5,0,0,0,0.0,0.0562928748852648,0,low
5166,0.421021572,44,2,0.235854859,6503.0,11,0,2,2,0.0,0.1695406719879973,1,medium
5167,0.010994503,23,0,0.0,820.0,2,0,0,0,0.0,0.0076071029527367,0,low
5168,0.040295546,50,0,0.502292687,12866.0,14,0,1,0,2.0,0.039848472907782,0,low
5169,0.148067343,38,0,0.345656856,2785.0,7,0,1,0,2.0,0.0243066699329247,0,low
5170,0.02474121,52,0,0.190129276,14000.0,15,0,2,0,0.0,0.0095373250982238,0,low
5171,0.039816836,61,0,0.368659987,6387.0,6,0,3,0,0.0,0.005538836501402,0,low
5172,0.0041567,37,0,0.088247423,2424.0,6,0,0,0,1.0,0.0083743260842848,0,low
5173,0.098025275,43,0,0.201707577,13117.0,5,0,2,0,1.0,0.0063076582338191,0,low
5174,0.375081246,57,1,0.207976366,6769.0,5,0,1,0,0.0,0.0449580515701726,0,low
5175,0.011301674,66,0,0.36599522,2928.0,7,0,3,0,0.0,0.0075687376426889,0,low
5176,0.045059602,57,0,0.310566124,8725.0,16,0,3,0,2.0,0.0119318778147904,0,low
5177,0.095998,46,0,0.451787833,5900.0,6,0,2,0,4.0,0.0132812043091566,0,low
5178,0.054134912,66,0,0.347958453,5583.0,24,0,2,0,0.0,0.0132116602303978,0,low
5179,0.329990581,55,0,1882.0,,9,0,0,0,2.0,0.0156142174497143,0,low
5180,0.002278834,50,0,0.290562036,6600.0,9,0,1,0,2.0,0.0059519117505402,0,low
5181,0.0,46,0,0.410689813,4377.0,14,0,1,0,4.0,0.0150298256552568,0,low
5182,0.0,77,0,0.0,,9,0,0,0,,0.0053130542271967,0,low
5183,0.009901767,80,0,0.009196321,2500.0,4,0,0,0,0.0,0.0057622664837492,0,low
5184,0.042882914,58,0,0.199287048,5890.0,12,0,1,0,0.0,0.008939238239182,0,low
5185,0.152482562,59,1,0.330238222,13138.0,14,0,2,0,0.0,0.0273279356054034,0,low
5186,0.9999999,37,0,0.22408377,2864.0,1,0,0,1,0.0,0.2841685229467806,1,medium
5187,0.008181521,32,0,0.17350612,4166.0,8,0,0,0,0.0,0.0082951938126875,0,low
5188,0.439725873,38,0,0.970116934,2308.0,9,0,3,0,3.0,0.0736693809283287,0,low
5189,0.494325284,45,0,0.393821378,19000.0,7,0,3,0,0.0,0.0312240809865066,0,low
5190,0.296469021,70,0,0.013071895,2447.0,6,0,0,0,0.0,0.0166238098606871,0,low
5191,0.000319987,63,0,455.0,0.0,13,0,1,0,0.0,0.0069572130090726,0,low
5192,0.018761912,57,0,0.419131028,8791.0,14,0,2,0,2.0,0.0141837506747937,0,low
5193,0.9999999,43,1,0.002872813,3828.0,2,4,0,0,1.0,0.4162837062919547,1,medium
5194,0.036179406,50,0,0.281559729,7667.0,10,0,1,0,2.0,0.0081615255631341,0,low
5195,0.565858535,29,0,0.336881148,6200.0,5,0,1,0,0.0,0.0382428726652088,0,low
5196,0.9999999,43,0,0.271431522,4840.0,1,0,1,0,3.0,0.0866050194384563,0,low
5197,0.973878265,28,0,0.25464907,3333.0,3,0,0,0,1.0,0.0676315896258979,0,low
5198,0.6554523,36,0,0.540878258,2800.0,4,0,2,0,0.0,0.0592644289037801,0,low
5199,1.000170203,69,0,0.296287887,17617.0,11,0,4,0,0.0,0.0267049375311429,0,low
5200,0.0,53,0,0.490156823,2996.0,8,0,0,0,0.0,0.0221981128181988,0,low
5201,0.524463932,32,1,0.671108996,2100.0,12,0,2,0,0.0,0.1271513838447684,1,medium
5202,0.781072229,61,4,0.122352941,4249.0,8,2,0,3,6.0,0.5076884578255464,1,high
5203,0.0,27,1,1.058707773,3048.0,10,0,2,0,0.0,0.1655510787217315,1,medium
5204,0.290813443,44,0,0.215938303,3889.0,5,0,1,0,3.0,0.0232480391923247,0,low
5205,0.9999999,64,0,0.012886025,4500.0,1,0,0,0,0.0,0.0418163665928899,0,low
5206,0.0,28,0,0.273255814,2235.0,7,0,0,0,0.0,0.0678565955226157,0,low
5207,0.035784177,49,0,4808.0,,8,0,4,0,0.0,0.0087158698493552,0,low
5208,0.033249661,47,0,0.110529907,4396.0,4,0,0,0,2.0,0.0091321009905824,0,low
5209,0.028766305,39,0,0.011941127,3600.0,7,0,0,0,0.0,0.0081731585449472,0,low
5210,0.867785382,60,0,1645.0,0.0,5,0,2,0,1.0,0.0358331512271286,0,low
5211,0.004585053,70,0,0.132579874,4600.0,11,0,0,0,0.0,0.0044063640028221,0,low
5212,0.004699765,54,0,1380.0,,5,0,2,0,0.0,0.0046288142891224,0,low
5213,0.681998367,59,0,0.434929925,6492.0,10,0,4,0,0.0,0.0439939038063385,0,low
5214,0.122408454,42,1,0.582755966,3896.0,12,0,2,0,1.0,0.0555259404461612,0,low
5215,0.014196983,56,0,0.749278351,4849.0,7,0,1,0,0.0,0.0183070772988547,0,low
5216,0.07072765,43,0,0.319126346,6592.0,8,0,1,0,4.0,0.0156076109535557,0,low
5217,0.349975002,28,0,0.055095114,12668.0,7,0,0,0,0.0,0.02158867636694,0,low
5218,0.053260608,47,0,3.059850374,400.0,5,0,1,0,1.0,0.009966312782359,0,low
5219,0.050761421,37,0,0.158613795,3000.0,5,0,0,0,0.0,0.0087089852290349,0,low
5220,0.9999999,31,0,0.504983389,5417.0,7,0,2,0,0.0,0.0849876875041503,0,low
5221,0.055990668,88,0,11.0,,2,0,0,0,,0.0034760141090691,0,low
5222,0.190452772,43,0,0.397678418,9303.0,9,0,2,0,0.0,0.0276117403430005,0,low
5223,0.220664004,67,0,3767.0,,5,0,2,0,0.0,0.0062941745712974,0,low
5224,0.105353811,72,0,66.0,,2,0,0,0,0.0,0.0033069732415561,0,low
5225,0.182229418,60,0,120.0,,9,0,0,0,0.0,0.0096914212303837,0,low
5226,0.063194248,47,0,0.077274675,7000.0,9,0,0,0,2.0,0.0110757918392982,0,low
5227,0.534952882,67,0,0.236824422,20833.0,8,0,2,0,0.0,0.0192880793258786,0,low
